fold,asset,model_type,task,train_size,test_size,train_start_idx,train_end_idx,test_start_idx,test_end_idx,accuracy,f1,precision,recall,balanced_accuracy,roc_auc,optimal_threshold,f1_optimized,last_sign_accuracy,last_sign_f1,logloss,fit_time,pred_time,baseline_accuracy,baseline_balanced_accuracy,baseline_f1,baseline_precision,baseline_recall,confusion_matrix
1,MSFT,xgboost,classification,63,63,2020-03-13 04:00:00,2020-06-11 04:00:00,2020-06-12 04:00:00,2020-09-10 04:00:00,0.6349206349206349,0.49314224071505625,0.4031242126480222,0.6349206349206349,0.5,0.5,0.1,0.49314224071505625,0.6349206349206349,0.49314224071505625,0.8686853898641259,0.20881469998857938,0.0011940000113099813,0.6349206349206349,0.6349206349206349,0.49314224071505625,0.6349206349206349,0.6349206349206349,"[[0, 23], [0, 40]]"
2,MSFT,xgboost,classification,126,63,2020-03-13 04:00:00,2020-09-10 04:00:00,2020-09-11 04:00:00,2020-12-09 05:00:00,0.6666666666666666,0.6878868258178602,0.7339743589743589,0.6666666666666666,0.64375,0.64375,0.1,0.6878868258178602,0.7619047619047619,0.658944658944659,0.5929008045525703,0.23322030002600513,0.0013756000262219459,0.7619047619047619,0.7619047619047619,0.658944658944659,0.7619047619047619,0.7619047619047619,"[[33, 15], [6, 9]]"
3,MSFT,xgboost,classification,189,63,2020-03-13 04:00:00,2020-12-09 05:00:00,2020-12-10 05:00:00,2021-03-12 05:00:00,0.6349206349206349,0.5934548304918674,0.7963980463980463,0.6349206349206349,0.6617647058823529,0.6617647058823529,0.1,0.5934548304918674,0.5396825396825397,0.37833415153002775,0.8547016792073713,0.20011239999439567,0.0011305000225547701,0.5396825396825397,0.5396825396825397,0.37833415153002775,0.5396825396825397,0.5396825396825397,"[[29, 0], [23, 11]]"
