fold,asset,model_type,task,train_size,test_size,train_start_idx,train_end_idx,test_start_idx,test_end_idx,mse,rmse,mae,r2,mape,baseline_mse,baseline_mae,baseline_mape,baseline_r2,fit_time,pred_time
1,AAPL,arima,regression,252,252,1990-03-13 05:00:00,1991-03-11 05:00:00,1991-03-12 05:00:00,1992-03-09 05:00:00,2.3513740714837903,1.5334190788834572,1.4021552260309498,-29.180197645093763,1.4264890729312343,0.4946319980010833,0.6517669386591263,0.6660029710221931,-5.348667207952782,3.305702911000026,0.048289013000157865
2,AAPL,arima,regression,504,252,1990-03-13 05:00:00,1992-03-09 05:00:00,1992-03-10 05:00:00,1993-03-08 05:00:00,0.3104187161671252,0.5571523276152808,0.49850446189584874,-4.9019216805716885,0.42342343497303886,0.17344250650466286,0.3537986092261633,0.29224872707912325,-2.2976236166165074,3.9327256040000975,0.01569718600012493
3,AAPL,arima,regression,756,252,1990-03-13 05:00:00,1993-03-08 05:00:00,1993-03-09 05:00:00,1994-03-04 05:00:00,0.17282578511463084,0.4157232073322716,0.3175168579468673,-0.20094786268978537,11.635343390971224,0.184152156551556,0.32547717816717076,12.139571055373304,-0.2796536041980775,6.13371489300016,0.01476168899989716
4,AAPL,arima,regression,1008,252,1990-03-13 05:00:00,1994-03-04 05:00:00,1994-03-07 05:00:00,1995-03-06 05:00:00,0.15661653337725093,0.3957480680650898,0.3480076329273578,-0.8676217940938202,0.4755284612676675,0.14850297990603953,0.33677280355463757,0.4603861835861965,-0.770869242089026,9.102378080000108,0.01363103299991053
5,AAPL,arima,regression,1260,252,1990-03-13 05:00:00,1995-03-06 05:00:00,1995-03-07 05:00:00,1996-03-04 05:00:00,0.15716886801483546,0.3964452900651431,0.3235293530734488,-1.3469920502921102,0.30890491368247225,0.14131367285834287,0.30485730070418854,0.29405652686385364,-1.1102274959744878,5.338667637000071,0.0077311220002229675
6,AAPL,arima,regression,1512,252,1990-03-13 05:00:00,1996-03-04 05:00:00,1996-03-05 05:00:00,1997-03-03 05:00:00,0.08823381432570689,0.2970417720215574,0.22466753339302428,-0.0029662262792615746,0.8616547861114819,0.08926664707018696,0.2236749633292801,0.8858630623618126,-0.014706581924330608,9.997360314000161,0.02816808600027798
7,AAPL,arima,regression,1764,252,1990-03-13 05:00:00,1997-03-03 05:00:00,1997-03-04 05:00:00,1998-03-03 05:00:00,0.2234012493025566,0.4726534135098958,0.3974579253744286,-0.056526193621614595,1.194894371843051,0.22018219770496247,0.39221284899282055,1.2507639926784218,-0.04130240977036137,5.162109371000042,0.01058531100034088
8,AAPL,arima,regression,2016,252,1990-03-13 05:00:00,1998-03-03 05:00:00,1998-03-04 05:00:00,1999-03-03 05:00:00,0.1477519332817152,0.3843851366555622,0.3243670425590718,-1.2343137780426385,0.8050641975677818,0.14010414133078677,0.3157219529611298,0.7837532652443041,-1.1186634000878453,6.549442757000179,0.009007253000163473
