fold,asset,model_type,task,train_size,test_size,train_start_idx,train_end_idx,test_start_idx,test_end_idx,accuracy,f1,precision,recall,balanced_accuracy,fit_time,pred_time,baseline_accuracy,baseline_balanced_accuracy
1,BHP.AX,stockmixer,classification,252,252,1990-03-08 14:00:00,1991-07-16 14:00:00,1991-07-30 14:00:00,1993-01-05 13:00:00,0.5912698412698413,0.43939753790127856,0.3496000251952633,0.5912698412698413,0.5,4.964451313018799,0.25318264961242676,0.5912698412698413,0.5
2,BHP.AX,stockmixer,classification,504,252,1990-03-08 14:00:00,1993-01-05 13:00:00,1993-01-06 13:00:00,1994-06-07 14:00:00,0.4166666666666667,0.42496782496782504,0.7235568353215411,0.4166666666666667,0.5667436900106648,4.639705419540405,0.24350309371948242,0.7698412698412699,0.5
3,BHP.AX,stockmixer,classification,756,252,1990-03-08 14:00:00,1994-06-07 14:00:00,1994-06-08 14:00:00,1995-11-07 13:00:00,0.7182539682539683,0.7190127456605132,0.796876326288091,0.7182539682539683,0.7584134615384616,4.628838300704956,0.24982929229736328,0.6190476190476191,0.5
4,BHP.AX,stockmixer,classification,1008,252,1990-03-08 14:00:00,1995-11-07 13:00:00,1995-11-08 13:00:00,1997-04-06 14:00:00,0.5674603174603174,0.5599865833004609,0.5589419885966381,0.5674603174603174,0.5474537037037037,5.190401315689087,0.21425199508666992,0.5714285714285714,0.5
5,BHP.AX,stockmixer,classification,1260,252,1990-03-08 14:00:00,1997-04-06 14:00:00,1997-04-07 14:00:00,1998-09-07 14:00:00,0.5992063492063492,0.6019033610870346,0.6784558941421687,0.5992063492063492,0.638179347826087,5.6769208908081055,0.1893148422241211,0.36507936507936506,0.5
6,BHP.AX,stockmixer,classification,1512,252,1990-03-08 14:00:00,1998-09-07 14:00:00,1998-09-08 14:00:00,1999-10-06 14:00:00,0.5674603174603174,0.5425697742278444,0.5361340178402996,0.5674603174603174,0.5052966811934294,4.3796164989471436,0.21564149856567383,0.623015873015873,0.5
7,BHP.AX,stockmixer,classification,1764,252,1990-03-08 14:00:00,1999-10-06 14:00:00,1999-10-07 14:00:00,2000-09-24 13:00:00,0.4722222222222222,0.46498623009674867,0.5620532813515269,0.4722222222222222,0.5220108695652175,5.4715752601623535,0.21210908889770508,0.6349206349206349,0.5
8,BHP.AX,stockmixer,classification,2016,252,1990-03-08 14:00:00,2000-09-24 13:00:00,2000-09-25 13:00:00,2001-09-11 14:00:00,0.5317460317460317,0.5143711164119327,0.5244480934136106,0.5317460317460317,0.5197318492284342,6.310473918914795,0.18824505805969238,0.5317460317460317,0.5
