fold,asset,model_type,task,train_size,test_size,train_start_idx,train_end_idx,test_start_idx,test_end_idx,accuracy,f1,precision,recall,balanced_accuracy,roc_auc,optimal_threshold,f1_optimized,last_sign_accuracy,last_sign_f1,logloss,fit_time,pred_time,baseline_accuracy,baseline_balanced_accuracy,baseline_f1,baseline_precision,baseline_recall,confusion_matrix
1,AAPL,lstm,classification,252,252,1990-03-13 05:00:00,1991-03-11 05:00:00,1991-03-12 05:00:00,1992-03-09 05:00:00,0.6150793650793651,0.6069087470053653,0.6155949891732617,0.6150793650793651,0.6061851758158361,0.6061851758158361,0.1,0.6069087470053653,0.46825396825396826,0.2986700986700987,,7.323628052999993,0.31338641199999984,0.46825396825396826,0.46825396825396826,0.2986700986700987,0.46825396825396826,0.46825396825396826,"[[100, 34], [63, 55]]"
2,AAPL,lstm,classification,504,252,1990-03-13 05:00:00,1992-03-09 05:00:00,1992-03-10 05:00:00,1993-03-08 05:00:00,0.6547619047619048,0.6479833888814147,0.6447124304267161,0.6547619047619048,0.6080246913580247,0.6080246913580246,0.1,0.6479833888814147,0.6428571428571429,0.5031055900621119,,5.327872772000092,0.3380384249999224,0.6428571428571429,0.6428571428571429,0.5031055900621119,0.6428571428571429,0.6428571428571429,"[[125, 37], [50, 40]]"
3,AAPL,lstm,classification,756,252,1990-03-13 05:00:00,1993-03-08 05:00:00,1993-03-09 05:00:00,1994-03-04 05:00:00,0.6904761904761905,0.6922716627634661,0.7412319874775563,0.6904761904761905,0.7165775401069518,0.7165775401069518,0.1,0.6922716627634661,0.6071428571428571,0.4587301587301587,,8.090117871000075,0.2694408029999522,0.6071428571428571,0.6071428571428571,0.4587301587301587,0.6071428571428571,0.6071428571428571,"[[91, 62], [16, 83]]"
4,AAPL,lstm,classification,1008,252,1990-03-13 05:00:00,1994-03-04 05:00:00,1994-03-07 05:00:00,1995-03-06 05:00:00,0.5317460317460317,0.5212842483867556,0.5858819894964474,0.5317460317460317,0.5619047619047619,0.5619047619047619,0.1,0.5212842483867556,0.4166666666666667,0.24509803921568626,,7.191280559999996,0.2511379099998976,0.4166666666666667,0.4166666666666667,0.24509803921568626,0.4166666666666667,0.4166666666666667,"[[56, 91], [27, 78]]"
5,AAPL,lstm,classification,1260,252,1990-03-13 05:00:00,1995-03-06 05:00:00,1995-03-07 05:00:00,1996-03-04 05:00:00,0.6111111111111112,0.6089980262394056,0.6071817150013697,0.6111111111111112,0.5693113669263115,0.5693113669263113,0.1,0.6089980262394056,0.6468253968253969,0.5081086249760949,,10.730448943000056,0.2706873839999844,0.6468253968253969,0.6468253968253969,0.5081086249760949,0.6468253968253969,0.6468253968253969,"[[116, 47], [51, 38]]"
6,AAPL,lstm,classification,1512,252,1990-03-13 05:00:00,1996-03-04 05:00:00,1996-03-05 05:00:00,1997-03-03 05:00:00,0.7420634920634921,0.7552985985821806,0.7962573918456272,0.7420634920634921,0.7529245663574022,0.7529245663574021,0.1,0.7552985985821806,0.7341269841269841,0.621572046057172,,11.13629667400005,0.27274573599993346,0.7341269841269841,0.7341269841269841,0.621572046057172,0.7341269841269841,0.7341269841269841,"[[135, 50], [15, 52]]"
7,AAPL,lstm,classification,1764,252,1990-03-13 05:00:00,1997-03-03 05:00:00,1997-03-04 05:00:00,1998-03-03 05:00:00,0.5555555555555556,0.5384103757898238,0.550278293135436,0.5555555555555556,0.5418803418803418,0.541880341880342,0.1,0.5384103757898238,0.5357142857142857,0.37375415282392027,,10.021543121999912,0.3099774970000908,0.5357142857142857,0.5357142857142857,0.37375415282392027,0.5357142857142857,0.5357142857142857,"[[99, 36], [76, 41]]"
8,AAPL,lstm,classification,2016,252,1990-03-13 05:00:00,1998-03-03 05:00:00,1998-03-04 05:00:00,1999-03-03 05:00:00,0.6984126984126984,0.6982986911162314,0.6989774817672111,0.6984126984126984,0.6985826771653543,0.6985826771653544,0.1,0.6982986911162314,0.503968253968254,0.3377518113665871,,9.357352197999944,0.2343186410000726,0.503968253968254,0.503968253968254,0.3377518113665871,0.503968253968254,0.503968253968254,"[[90, 35], [41, 86]]"
