fold,asset,model_type,task,train_size,test_size,train_start_idx,train_end_idx,test_start_idx,test_end_idx,mse,mae,r2,fit_time,pred_time
1,IOZ.AX,xgboost,regression,252,252,2011-02-17 13:00:00,2012-02-21 13:00:00,2012-02-22 13:00:00,2013-02-19 13:00:00,0.004827778744255532,0.06264456097883697,-1.4213875158019134,0.0,0.0
2,IOZ.AX,xgboost,regression,504,252,2011-02-17 13:00:00,2013-02-19 13:00:00,2013-02-20 13:00:00,2014-02-18 13:00:00,0.0034038370322251035,0.04543091786141101,-0.03449715935775277,0.0,0.0
3,IOZ.AX,xgboost,regression,756,252,2011-02-17 13:00:00,2014-02-18 13:00:00,2014-02-19 13:00:00,2015-02-17 13:00:00,0.0008459741625273268,0.025188885462506704,-0.1910570824299498,0.0,0.0
4,IOZ.AX,xgboost,regression,1008,252,2011-02-17 13:00:00,2015-02-17 13:00:00,2015-02-18 13:00:00,2016-02-14 13:00:00,0.004831316736694123,0.05733870417307964,-2.015913856115746,0.0,0.0
5,IOZ.AX,xgboost,regression,1260,252,2011-02-17 13:00:00,2016-02-14 13:00:00,2016-02-15 13:00:00,2017-02-12 13:00:00,0.0015130278700308947,0.033498757248284515,-0.05415793640628319,0.0,0.0
6,IOZ.AX,xgboost,regression,1512,252,2011-02-17 13:00:00,2017-02-12 13:00:00,2017-02-13 13:00:00,2018-02-11 13:00:00,0.0019756657566408083,0.0393400070922791,-0.9871675461740002,0.0,0.0
7,IOZ.AX,xgboost,regression,1764,252,2011-02-17 13:00:00,2018-02-11 13:00:00,2018-02-12 13:00:00,2019-02-10 13:00:00,0.0018606506692281602,0.03974345346497659,-0.2726207460035779,0.0,0.0
8,IOZ.AX,xgboost,regression,2016,252,2011-02-17 13:00:00,2019-02-10 13:00:00,2019-02-11 13:00:00,2020-02-09 13:00:00,0.0064131648399352835,0.03937700570293435,-0.018537262409644928,0.0,0.0
