mse,mse_std,rmse,rmse_std,mae,mae_std,r2,r2_std,mape,mape_std,baseline_mse,baseline_mse_std,baseline_mae,baseline_mae_std,baseline_r2,baseline_r2_std,fit_time,fit_time_std,pred_time,pred_time_std,n_splits,total_samples,asset,model_type,task,stored_at,accuracy,accuracy_std,f1,f1_std,precision,precision_std,recall,recall_std,logloss,logloss_std
,,,,,,,,,,,,,,,,6.83732271194458,1.5101684048485986,0.24656623601913452,0.028838402742041566,8,11088,MSFT,lstm,classification,2025-08-26T00:40:16.687967,0.5054563492063493,0.23995583779329244,0.47034510268472135,0.2726485416435918,0.6862959142211293,0.2089075370857968,0.5054563492063493,0.23995583779329244,,
,,,,,,,,,,,,,,,,5.019917696714401,0.6549361670981262,0.22809919714927673,0.02640024360411248,8,11088,MSFT,stockmixer,classification,2025-08-26T00:41:38.376567,0.5163690476190476,0.22691541358516076,0.48338531077682234,0.24197710762036476,0.6707013956079872,0.18442121264447017,0.5163690476190476,0.22691541358516076,,
,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8,11088,MSFT,xgboost,classification,2025-08-26T00:43:15.035487,,,,,,,,,,
0.004046242527716521,0.0048177443747101124,0.055054098649042045,0.03186359599383076,0.044486792136762085,0.02310399699655122,-1.4316377053459042,1.0760273430824097,0.38011750969623126,0.08741814891711641,0.0043262844946560935,0.005282253430930999,0.047897319652920184,0.024773661680653165,-2.1509867149889836,1.9838792470268243,6.871468335390091,3.397563407551569,0.0004063248634338379,8.899927567208086e-05,8,11088,^GSPC,arima,regression,2025-08-26T00:51:37.175618,,,,,,,,,,
0.004046242527716521,0.0048177443747101124,,,0.044486792136762085,0.02310399699655122,-1.4316377053459042,1.0760273430824097,,,,,,,,,0.0,0.0,0.0,0.0,8,11088,^GSPC,enhanced_arima,regression,2025-08-26T00:53:09.593105,,,,,,,,,,
0.0049715522959670215,0.004225294621371126,0.06183075063675959,0.03388968237770716,0.04894588503350953,0.026848940722927064,-4.643173696482907,8.125236801199549,0.42933839557278686,0.27158641997773847,0.0043262844946560935,0.005282253430930999,0.047897319652920184,0.024773661680653165,-2.1509867149889836,1.9838792470268243,10.085381627082825,2.265338074519418,0.21244710683822632,0.023968811985246245,8,11088,^GSPC,lstm,regression,2025-08-26T00:53:22.730236,,,,,,,,,,
0.005000538892556666,0.004287318164891229,0.06224637679640531,0.03355484269485702,0.04938092523338943,0.02845271905119594,-4.734626038789894,7.682688786990248,0.43019344880433197,0.2809116999327397,0.0043262844946560935,0.005282253430930999,0.047897319652920184,0.024773661680653165,-2.1509867149889836,1.9838792470268243,8.417632728815079,1.761018891481034,0.2356334924697876,0.022977887368790022,8,11088,^GSPC,stockmixer,regression,2025-08-26T00:53:33.687312,,,,,,,,,,
0.004046242527716521,0.0048177443747101124,,,0.044486792136762085,0.02310399699655122,-1.4316377053459042,1.0760273430824097,,,,,,,,,0.0,0.0,0.0,0.0,8,11088,^GSPC,xgboost,regression,2025-08-26T00:53:35.728974,,,,,,,,,,
,,,,,,,,,,,,,,,,7.686143159866333,1.4426408150202137,0.2564171552658081,0.039527512081374755,8,11088,^GSPC,lstm,classification,2025-08-26T00:53:47.724563,0.5178571428571429,0.22439941118906823,0.4645047958564781,0.218400516975186,0.66925786758284,0.188091777514152,0.5178571428571429,0.22439941118906823,,
,,,,,,,,,,,,,,,,5.1023992002010345,0.9645576727232983,0.2296634316444397,0.019867383920049646,8,11088,^GSPC,stockmixer,classification,2025-08-26T00:55:16.644913,0.5411706349206349,0.22644215930026457,0.4928082646584547,0.22341890044787852,0.6928376081329046,0.19218940611655586,0.5411706349206349,0.22644215930026457,,
,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8,11088,^GSPC,xgboost,classification,2025-08-26T00:56:54.890920,,,,,,,,,,
0.0032089269764421537,0.0018492012401570266,0.054122694832129344,0.016723064328954606,0.04282028649803861,0.011411585919097784,-0.6244173880873585,0.7119397761823726,0.3889411177083443,0.14049304104957885,0.003384362499982285,0.002458107246745145,0.039234103569272046,0.010466951834881498,-0.560524015060063,0.5315595967722094,26.692404091358185,4.21820728274279,0.003296583890914917,0.003995655243001714,8,11088,IOZ.AX,arima,regression,2025-08-26T01:05:22.039361,,,,,,,,,,
0.0032089269764421537,0.0018492012401570266,,,0.04282028649803861,0.011411585919097784,-0.6244173880873585,0.7119397761823726,,,,,,,,,0.0,0.0,0.0,0.0,8,11088,IOZ.AX,enhanced_arima,regression,2025-08-26T01:07:01.467113,,,,,,,,,,
0.006127085716661134,0.00418357111816821,0.07320825924458572,0.027706253717142325,0.05782678642246265,0.022774368880302882,-1.9212782746354002,1.3811454739238156,0.5162903784129359,0.24172493873520468,0.003384362499982285,0.002458107246745145,0.039234103569272046,0.010466951834881498,-0.560524015060063,0.5315595967722094,10.458033412694931,2.72312448668701,0.22321119904518127,0.029942288253313975,8,11088,IOZ.AX,lstm,regression,2025-08-26T01:07:15.626763,,,,,,,,,,
0.006292985169249078,0.003807329435544105,0.07518203352317293,0.02531100560170575,0.05845492234925346,0.021074046747123484,-2.180594733944925,1.6270280277197942,0.5235888978409186,0.25005238541233404,0.003384362499982285,0.002458107246745145,0.039234103569272046,0.010466951834881498,-0.560524015060063,0.5315595967722094,8.639700591564178,2.3945632539149053,0.226479172706604,0.021815141543089174,8,11088,IOZ.AX,stockmixer,regression,2025-08-26T01:07:28.877601,,,,,,,,,,
0.0032089269764421537,0.0018492012401570266,,,0.04282028649803861,0.011411585919097784,-0.6244173880873585,0.7119397761823726,,,,,,,,,0.0,0.0,0.0,0.0,8,11088,IOZ.AX,xgboost,regression,2025-08-26T01:07:29.780879,,,,,,,,,,
,,,,,,,,,,,,,,,,7.04955381155014,1.6909292326390672,0.23902645707130432,0.031847316795145776,8,11088,IOZ.AX,lstm,classification,2025-08-26T01:07:41.011933,0.433531746031746,0.11653685008426999,0.41784180073790955,0.12537259630833517,0.6162647838823834,0.14755134141624582,0.433531746031746,0.11653685008426999,,
,,,,,,,,,,,,,,,,4.674932509660721,1.048806949852834,0.20779451727867126,0.013893530137680538,8,11088,IOZ.AX,stockmixer,classification,2025-08-26T01:09:12.295040,0.43601190476190477,0.12903596360560926,0.41617218321092464,0.1421821223128934,0.6309013395985439,0.13399639435786395,0.43601190476190477,0.12903596360560926,,
,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8,11088,IOZ.AX,xgboost,classification,2025-08-26T01:10:57.165142,,,,,,,,,,
0.008703833146560548,0.006894478772100848,0.08648288210180055,0.034993488678990145,0.07079374682552597,0.0287285725345641,-0.07597736391183169,0.04410078361950264,0.8365350850626625,0.620015719020843,0.01166186997624711,0.006777384352928655,0.0844696984950135,0.02688950854771253,-0.890892177585998,1.501363335425654,8.235484004020691,3.5351481820980886,0.00046452879905700684,0.00021967503289568784,8,11088,CBA.AX,arima,regression,2025-08-26T01:19:31.243761,,,,,,,,,,
0.008703833146560548,0.006894478772100848,,,0.07079374682552597,0.0287285725345641,-0.07597736391183169,0.04410078361950264,,,,,,,,,0.0,0.0,0.0,0.0,8,11088,CBA.AX,enhanced_arima,regression,2025-08-26T01:21:17.853697,,,,,,,,,,
0.01356712689933934,0.009211430087212046,0.10890968326386165,0.04130142601296807,0.09054538663508022,0.034377232715172686,-0.8443441256631157,0.7941075886924678,1.0162866467106701,0.719194097714142,0.01166186997624711,0.006777384352928655,0.0844696984950135,0.02688950854771253,-0.890892177585998,1.501363335425654,11.02541583776474,2.307531559290298,0.2247435450553894,0.035687540413322685,8,11088,CBA.AX,lstm,regression,2025-08-26T01:21:32.119323,,,,,,,,,,
0.014932168547849813,0.009918421375681205,0.11489957115213105,0.04159635917849288,0.09498387064583835,0.03520410868647365,-1.1103911396345492,0.9649984327765061,1.1223093765035226,0.9311152395794516,0.01166186997624711,0.006777384352928655,0.0844696984950135,0.02688950854771253,-0.890892177585998,1.501363335425654,8.272163778543472,1.4327234766055241,0.23336178064346313,0.027226103512176084,8,11088,CBA.AX,stockmixer,regression,2025-08-26T01:21:43.530941,,,,,,,,,,
0.008703833146560548,0.006894478772100848,,,0.07079374682552597,0.0287285725345641,-0.07597736391183169,0.04410078361950264,,,,,,,,,0.0,0.0,0.0,0.0,8,11088,CBA.AX,xgboost,regression,2025-08-26T01:21:43.776837,,,,,,,,,,
,,,,,,,,,,,,,,,,8.636836141347885,2.3405858412175826,0.24700352549552917,0.031561721020341604,8,11088,CBA.AX,lstm,classification,2025-08-26T01:21:57.403589,0.6021825396825397,0.22355353408673884,0.5758903372100788,0.2434652230265222,0.6760165510008331,0.24983963072403645,0.6021825396825397,0.22355353408673884,,
,,,,,,,,,,,,,,,,5.758437633514404,1.3363138058040789,0.23142355680465698,0.030404508830725114,8,11088,CBA.AX,stockmixer,classification,2025-08-26T01:23:19.577394,0.6205357142857142,0.20936947083586516,0.5973472580026502,0.23591561763602997,0.6835040441193927,0.24659425121727874,0.6205357142857142,0.20936947083586516,,
,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8,11088,CBA.AX,xgboost,classification,2025-08-26T01:24:58.731541,,,,,,,,,,
0.01483390220534518,0.005467865100331268,0.11969593048501981,0.02251191752540174,0.09789811895891193,0.022122982994089335,-0.48107561670221266,0.7386398806279046,1.8118101494172967,1.8675611866646964,0.016538540087861486,0.008947116488745483,0.09970309804813,0.027424355622047956,-0.5101662422783819,0.7506133050831826,9.932299494743347,4.140601126083353,0.00046244263648986816,0.00023426490621767762,8,11088,BHP.AX,arima,regression,2025-08-26T01:33:42.331140,,,,,,,,,,
0.01483390220534518,0.005467865100331268,,,0.09789811895891193,0.022122982994089335,-0.48107561670221266,0.7386398806279046,,,,,,,,,0.0,0.0,0.0,0.0,8,11088,BHP.AX,enhanced_arima,regression,2025-08-26T01:35:35.501232,,,,,,,,,,
0.026914233958088084,0.01705504791290783,0.15428977406686611,0.05575750690699407,0.1298349349081512,0.05204641916906677,-1.6556046384808836,2.4450259615907872,1.5591378855428055,1.1554377488776921,0.016538540087861486,0.008947116488745483,0.09970309804813,0.027424355622047956,-0.5101662422783819,0.7506133050831826,11.31595116853714,2.4881223945297455,0.22697263956069946,0.037958200125159956,8,11088,BHP.AX,lstm,regression,2025-08-26T01:35:50.006968,,,,,,,,,,
0.025295703283292018,0.016738645296966198,0.14914182726077285,0.055248698125926955,0.126196966866971,0.05201193583498864,-1.5875777345139284,2.6251025188033656,1.5677596774838634,1.1048523963203178,0.016538540087861486,0.008947116488745483,0.09970309804813,0.027424355622047956,-0.5101662422783819,0.7506133050831826,9.68558931350708,1.9182907701550005,0.23608455061912537,0.02158906502301156,8,11088,BHP.AX,stockmixer,regression,2025-08-26T01:36:03.623638,,,,,,,,,,
0.01483390220534518,0.005467865100331268,,,0.09789811895891193,0.022122982994089335,-0.48107561670221266,0.7386398806279046,,,,,,,,,0.0,0.0,0.0,0.0,8,11088,BHP.AX,xgboost,regression,2025-08-26T01:36:04.570047,,,,,,,,,,
,,,,,,,,,,,,,,,,8.877945840358734,1.6021588910921976,0.2630108892917633,0.03741521781780426,8,11088,BHP.AX,lstm,classification,2025-08-26T01:36:17.066068,0.5218253968253967,0.08983517002120453,0.48946485525141686,0.08283277057091462,0.5631856761255299,0.1265294360463663,0.5218253968253967,0.08983517002120453,,
,,,,,,,,,,,,,,,,5.157747864723206,0.6009198314085507,0.22075968980789185,0.02398674404342839,8,11088,BHP.AX,stockmixer,classification,2025-08-26T01:37:40.015734,0.5580357142857142,0.08417791725245073,0.5333993967067048,0.0905347134982891,0.5912583077686424,0.12999201161674018,0.5580357142857142,0.08417791725245073,,
,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8,11088,BHP.AX,xgboost,classification,2025-08-26T01:38:41.195520,,,,,,,,,,
