fold,asset,model_type,task,train_size,test_size,train_start_idx,train_end_idx,test_start_idx,test_end_idx,accuracy,f1,precision,recall,balanced_accuracy,fit_time,pred_time,baseline_accuracy,baseline_balanced_accuracy
1,^GSPC,lstm,classification,252,252,1990-03-13 05:00:00,1991-03-11 05:00:00,1991-03-12 05:00:00,1992-03-09 05:00:00,0.4246031746031746,0.30919641445957236,0.6876029736789231,0.4246031746031746,0.53125,5.6670331954956055,0.29387426376342773,0.6190476190476191,0.5
2,^GSPC,lstm,classification,504,252,1990-03-13 05:00:00,1992-03-09 05:00:00,1992-03-10 05:00:00,1993-03-08 05:00:00,0.4166666666666667,0.3163844721386621,0.6214182642754071,0.4166666666666667,0.524037166711554,7.09224534034729,0.2885167598724365,0.626984126984127,0.5
3,^GSPC,lstm,classification,756,252,1990-03-13 05:00:00,1993-03-08 05:00:00,1993-03-09 05:00:00,1994-03-04 05:00:00,0.5317460317460317,0.3719467061435973,0.2859988616960728,0.5317460317460317,0.4962962962962963,6.209908962249756,0.2785956859588623,0.5357142857142857,0.5
4,^GSPC,lstm,classification,1008,252,1990-03-13 05:00:00,1994-03-04 05:00:00,1994-03-07 05:00:00,1995-03-06 05:00:00,0.623015873015873,0.6197262248526838,0.6333504512916278,0.623015873015873,0.6269951422623179,6.475309133529663,0.29919862747192383,0.4801587301587302,0.5
5,^GSPC,lstm,classification,1260,252,1990-03-13 05:00:00,1995-03-06 05:00:00,1995-03-07 05:00:00,1996-03-04 05:00:00,0.03571428571428571,0.06896551724137931,1.0,0.03571428571428571,0.03571428571428571,8.405718088150024,0.2318406105041504,1.0,1.0
6,^GSPC,lstm,classification,1512,252,1990-03-13 05:00:00,1996-03-04 05:00:00,1996-03-05 05:00:00,1997-03-03 05:00:00,0.7777777777777778,0.6805555555555556,0.6049382716049383,0.7777777777777778,0.5,8.479331254959106,0.26442766189575195,0.7777777777777778,0.5
7,^GSPC,lstm,classification,1764,252,1990-03-13 05:00:00,1997-03-03 05:00:00,1997-03-04 05:00:00,1998-03-03 05:00:00,0.5476190476190477,0.5990230238436839,0.7280245262790165,0.5476190476190477,0.5460109750949768,9.222036600112915,0.2051708698272705,0.8174603174603174,0.5
8,^GSPC,lstm,classification,2016,252,1990-03-13 05:00:00,1998-03-03 05:00:00,1998-03-04 05:00:00,1999-03-03 05:00:00,0.7857142857142857,0.7502404526166903,0.7927295918367346,0.7857142857142857,0.6458333333333333,9.937562704086304,0.1897127628326416,0.7142857142857143,0.5
