MSE,RMSE,MAE,R2,asset,model_type,task,stored_at,Accuracy,F1,Precision,Recall
0.049928911771,0.223447783096,0.141472624819,-0.257175816746,AAPL,arima,regression,2025-08-16T19:21:21.000956,,,,
0.048250970628,0.219661035752,0.147706591747,-0.214926407492,AAPL,xgboost,regression,2025-08-16T19:21:25.184482,,,,
,,,,AAPL,xgboost,classification,2025-08-16T19:21:31.377761,0.603174603175,0.632505175983,0.735407066052,0.603174603175
0.014428402299,0.120118284616,0.097202101255,-0.005979667162,MSFT,arima,regression,2025-08-16T19:21:36.123282,,,,
0.016745688427,0.129405132922,0.105166323233,-0.16754590845,MSFT,xgboost,regression,2025-08-16T19:21:39.082394,,,,
,,,,MSFT,xgboost,classification,2025-08-16T19:21:44.542394,0.698412698413,0.691511387164,0.772108843537,0.698412698413
0.027400935413,0.165532279066,0.103491595113,-0.546101938837,^GSPC,arima,regression,2025-08-16T19:21:55.659467,,,,
0.025273808451,0.158977383459,0.127537131454,-0.426078477247,^GSPC,xgboost,regression,2025-08-16T19:21:58.899537,,,,
,,,,^GSPC,xgboost,classification,2025-08-16T19:22:01.437649,0.428571428571,0.32930392667,0.512740183793,0.428571428571
0.005413207679,0.07357450427,0.046743151449,-0.057119997454,IOZ.AX,arima,regression,2025-08-16T19:22:09.182727,,,,
0.005855707015,0.076522591535,0.057914016345,-0.143533622304,IOZ.AX,xgboost,regression,2025-08-16T19:22:12.057853,,,,
,,,,IOZ.AX,xgboost,classification,2025-08-16T19:22:16.706943,0.587301587302,0.58066893424,0.598920994019,0.587301587302
0.004679521259,0.068407026383,0.056519286903,-0.059170536381,CBA.AX,arima,regression,2025-08-16T19:22:22.831567,,,,
0.005850496861,0.07648854072,0.057793314836,-0.324211079796,CBA.AX,xgboost,regression,2025-08-16T19:22:26.161766,,,,
,,,,CBA.AX,xgboost,classification,2025-08-16T19:22:31.175538,0.706349206349,0.643342498657,0.711989459816,0.706349206349
0.009464194731,0.097284092899,0.066242550551,-0.475801989831,BHP.AX,arima,regression,2025-08-16T19:22:33.727110,,,,
0.00944854126,0.097203607239,0.077372482393,-0.473361061224,BHP.AX,xgboost,regression,2025-08-16T19:22:37.132640,,,,
,,,,BHP.AX,xgboost,classification,2025-08-16T19:22:42.530024,0.634920634921,0.619053008866,0.607557052001,0.634920634921
