fold,asset,model_type,task,train_size,test_size,train_start_idx,train_end_idx,test_start_idx,test_end_idx,mse,rmse,mae,r2,mape,baseline_mse,baseline_mae,baseline_mape,baseline_r2,fit_time,pred_time
1,^GSPC,lstm,regression,252,252,1990-03-13 05:00:00,1991-03-11 05:00:00,1991-03-12 05:00:00,1992-03-09 05:00:00,0.6501551332157528,0.8063219786262512,0.706241623839172,-11.488531860085972,0.32853552919924645,0.15010450888276708,0.31947172662437423,0.1411628868298995,-1.8832886887363451,4.091410683999129,0.22245446499800892
2,^GSPC,lstm,regression,504,252,1990-03-13 05:00:00,1992-03-09 05:00:00,1992-03-10 05:00:00,1993-03-08 05:00:00,0.27115106697775465,0.520721678997288,0.38183883521885964,-4.6825219302051915,0.16969954526767259,0.25196729513377414,0.4520579042824632,0.1838334698623089,-4.280486985542647,6.509626355000364,0.20189507900067838
3,^GSPC,lstm,regression,756,252,1990-03-13 05:00:00,1993-03-08 05:00:00,1993-03-09 05:00:00,1994-03-04 05:00:00,0.06296310076163407,0.2509244921517907,0.2054895215518392,-0.014780266068690429,0.08310152005108737,0.13357800497318312,0.3039780752890328,0.11489502419024729,-1.1528851309400632,6.807849474997056,0.18701269600205706
4,^GSPC,lstm,regression,1008,252,1990-03-13 05:00:00,1994-03-04 05:00:00,1994-03-07 05:00:00,1995-03-06 05:00:00,0.1116336581553152,0.3341162344982883,0.2830038316111587,-0.6552083207082,0.11571484753945607,0.2942332219542034,0.4798896289642306,0.18654667626311067,-3.3626383409362743,7.924918964999961,0.18297430500024348
5,^GSPC,lstm,regression,1260,252,1990-03-13 05:00:00,1995-03-06 05:00:00,1995-03-07 05:00:00,1996-03-04 05:00:00,0.38952611694401934,0.6241202744215407,0.5184741061776728,-2.6002064578156876,0.23340844917801012,0.28611233966536725,0.4444702773681127,0.2045197534827862,-1.6444016154942656,8.395604712997738,0.18685364100019797
6,^GSPC,lstm,regression,1512,252,1990-03-13 05:00:00,1996-03-04 05:00:00,1996-03-05 05:00:00,1997-03-03 05:00:00,0.1321550253858084,0.36353132655358383,0.2907560676801926,-0.9609941473967094,0.1386930476608396,0.0676921359715792,0.2196082623590688,0.10078899962580999,-0.004455805426345272,7.894845882001391,0.18476802599980147
7,^GSPC,lstm,regression,1764,252,1990-03-13 05:00:00,1997-03-03 05:00:00,1997-03-04 05:00:00,1998-03-03 05:00:00,0.19296469976697758,0.43927747468653294,0.34442514539188185,-0.8836699634283314,0.23038069090036292,0.11204924374707713,0.24766005216234335,0.14837567985130268,-0.09379485017777589,8.403722132999974,0.18776687799982028
8,^GSPC,lstm,regression,2016,252,1990-03-13 05:00:00,1998-03-03 05:00:00,1998-03-04 05:00:00,1999-03-03 05:00:00,0.16079992428342005,0.4009986587052631,0.2998834332433076,-0.32265447731397656,0.2282011868827261,0.620349534931887,0.7062406750824951,0.5077295534998238,-4.102664653193986,8.75834319400019,0.17787783500170917
