fold,asset,model_type,task,train_size,test_size,train_start_idx,train_end_idx,test_start_idx,test_end_idx,mse,mae,r2,fit_time,pred_time
1,IOZ.AX,xgboost,classification,252,252,2011-02-17 13:00:00,2012-02-21 13:00:00,2012-02-22 13:00:00,2013-02-19 13:00:00,0.7261904761904762,0.7261904761904762,-2.652173913043478,0.0,0.0
2,IOZ.AX,xgboost,classification,504,252,2011-02-17 13:00:00,2013-02-19 13:00:00,2013-02-20 13:00:00,2014-02-18 13:00:00,0.6150793650793651,0.6150793650793651,-1.5979381443298974,0.0,0.0
3,IOZ.AX,xgboost,classification,756,252,2011-02-17 13:00:00,2014-02-18 13:00:00,2014-02-19 13:00:00,2015-02-17 13:00:00,0.3333333333333333,0.3333333333333333,-0.4999999999999998,0.0,0.0
4,IOZ.AX,xgboost,classification,1008,252,2011-02-17 13:00:00,2015-02-17 13:00:00,2015-02-18 13:00:00,2016-02-14 13:00:00,0.7738095238095238,0.7738095238095238,-3.421052631578947,0.0,0.0
5,IOZ.AX,xgboost,classification,1260,252,2011-02-17 13:00:00,2016-02-14 13:00:00,2016-02-15 13:00:00,2017-02-12 13:00:00,0.8253968253968254,0.8253968253968254,-4.7272727272727275,0.0,0.0
6,IOZ.AX,xgboost,classification,1512,252,2011-02-17 13:00:00,2017-02-12 13:00:00,2017-02-13 13:00:00,2018-02-11 13:00:00,0.4523809523809524,0.4523809523809524,-0.8260869565217392,0.0,0.0
7,IOZ.AX,xgboost,classification,1764,252,2011-02-17 13:00:00,2018-02-11 13:00:00,2018-02-12 13:00:00,2019-02-10 13:00:00,0.4444444444444444,0.4444444444444444,-0.7999999999999998,0.0,0.0
8,IOZ.AX,xgboost,classification,2016,252,2011-02-17 13:00:00,2019-02-10 13:00:00,2019-02-11 13:00:00,2020-02-09 13:00:00,0.20634920634920634,0.20634920634920634,-0.26000000000000023,0.0,0.0
