fold,asset,model_type,task,train_size,test_size,train_start_idx,train_end_idx,test_start_idx,test_end_idx,accuracy,f1,precision,recall,balanced_accuracy,fit_time,pred_time,baseline_accuracy,baseline_balanced_accuracy
1,IOZ.AX,lstm,classification,252,252,2011-02-17 13:00:00,2012-02-21 13:00:00,2012-02-22 13:00:00,2013-02-19 13:00:00,0.2777777777777778,0.3167830617448177,0.37909711286089237,0.2777777777777778,0.2183416488477073,5.3636674880981445,0.2730681896209717,0.27380952380952384,0.5
2,IOZ.AX,lstm,classification,504,252,2011-02-17 13:00:00,2013-02-19 13:00:00,2013-02-20 13:00:00,2014-02-18 13:00:00,0.503968253968254,0.43706810704398386,0.7638235028860029,0.503968253968254,0.5948453608247423,5.286909341812134,0.27770018577575684,0.38492063492063494,0.5
3,IOZ.AX,lstm,classification,756,252,2011-02-17 13:00:00,2014-02-18 13:00:00,2014-02-19 13:00:00,2015-02-17 13:00:00,0.5793650793650794,0.5780756160737625,0.5768531802965089,0.5793650793650794,0.5238095238095238,5.541348695755005,0.27086710929870605,0.6666666666666666,0.5
4,IOZ.AX,lstm,classification,1008,252,2011-02-17 13:00:00,2015-02-17 13:00:00,2015-02-18 13:00:00,2016-02-14 13:00:00,0.30158730158730157,0.2407780013413816,0.734759807006503,0.30158730158730157,0.5300944669365721,6.720313310623169,0.2437267303466797,0.2261904761904762,0.5
5,IOZ.AX,lstm,classification,1260,252,2011-02-17 13:00:00,2016-02-14 13:00:00,2016-02-15 13:00:00,2017-02-12 13:00:00,0.2896825396825397,0.2681095451712178,0.8088583157076308,0.2896825396825397,0.551791958041958,7.083959102630615,0.23441243171691895,0.1746031746031746,0.5
6,IOZ.AX,lstm,classification,1512,252,2011-02-17 13:00:00,2017-02-12 13:00:00,2017-02-13 13:00:00,2018-02-11 13:00:00,0.4880952380952381,0.45131840331827106,0.5241879837910399,0.4880952380952381,0.5135392829900839,7.264326810836792,0.21774601936340332,0.5476190476190477,0.5
7,IOZ.AX,lstm,classification,1764,252,2011-02-17 13:00:00,2018-02-11 13:00:00,2018-02-12 13:00:00,2019-02-10 13:00:00,0.46825396825396826,0.4494654896264015,0.44690048138324,0.46825396825396826,0.44642857142857145,8.616705179214478,0.2127540111541748,0.5555555555555556,0.5
8,IOZ.AX,lstm,classification,2016,252,2011-02-17 13:00:00,2019-02-10 13:00:00,2019-02-11 13:00:00,2020-02-09 13:00:00,0.5595238095238095,0.6011361815834406,0.6956378871272487,0.5595238095238095,0.5375,10.519200563430786,0.18193697929382324,0.7936507936507936,0.5
