fold,asset,model_type,task,train_size,test_size,train_start_idx,train_end_idx,test_start_idx,test_end_idx,mse,mae,r2,fit_time,pred_time
1,MSFT,xgboost,regression,252,252,1990-03-13 05:00:00,1991-03-11 05:00:00,1991-03-12 05:00:00,1992-03-09 05:00:00,0.010703433086782753,0.08417119405139672,-0.1545125678620347,0.0,0.0
2,MSFT,xgboost,regression,504,252,1990-03-13 05:00:00,1992-03-09 05:00:00,1992-03-10 05:00:00,1993-03-08 05:00:00,0.010150955443966277,0.08533265004504309,-0.033937904077029124,0.0,0.0
3,MSFT,xgboost,regression,756,252,1990-03-13 05:00:00,1993-03-08 05:00:00,1993-03-09 05:00:00,1994-03-04 05:00:00,0.006162272413363994,0.06697481035598676,-1.0205868293246687,0.0,0.0
4,MSFT,xgboost,regression,1008,252,1990-03-13 05:00:00,1994-03-04 05:00:00,1994-03-07 05:00:00,1995-03-06 05:00:00,0.005091112527905031,0.06419879811812114,-0.44134273715214234,0.0,0.0
5,MSFT,xgboost,regression,1260,252,1990-03-13 05:00:00,1995-03-06 05:00:00,1995-03-07 05:00:00,1996-03-04 05:00:00,0.012353673067936244,0.08709448780402594,-0.8860741420977849,0.0,0.0
6,MSFT,xgboost,regression,1512,252,1990-03-13 05:00:00,1996-03-04 05:00:00,1996-03-05 05:00:00,1997-03-03 05:00:00,0.007557371311739611,0.07858028312988748,-0.196423567714894,0.0,0.0
7,MSFT,xgboost,regression,1764,252,1990-03-13 05:00:00,1997-03-03 05:00:00,1997-03-04 05:00:00,1998-03-03 05:00:00,0.0053669099902733395,0.059932080302590535,-0.0056075440783751596,0.0,0.0
8,MSFT,xgboost,regression,2016,252,1990-03-13 05:00:00,1998-03-03 05:00:00,1998-03-04 05:00:00,1999-03-03 05:00:00,0.01513040764013401,0.0957931847503823,-1.1279803384136424,0.0,0.0
