MSE,RMSE,MAE,R2,asset,model_type,task,stored_at,Accuracy,F1,Precision,Recall
0.049928911771,0.223447783096,0.141472624819,-0.257175816746,AAPL,arima,regression,2025-08-16T23:51:00.156951,,,,
1.049973855176,1.024682319149,0.911630089059,-25.43762285481,AAPL,lstm,regression,2025-08-16T23:52:04.826531,,,,
0.075882334206,0.275467483028,0.257624993107,-0.910665225786,AAPL,stockmixer,regression,2025-08-16T23:53:10.649078,,,,
0.048250970628,0.219661035752,0.147706591747,-0.214926407492,AAPL,xgboost,regression,2025-08-16T23:53:13.455008,,,,
0.955394506454,0.977442840505,0.853595197201,-4.266611099243,AAPL,lstm,classification,2025-08-16T23:54:15.253412,,,,
0.653260707855,0.808245450253,0.677905023098,-2.601099014282,AAPL,stockmixer,classification,2025-08-16T23:54:43.727806,,,,
,,,,AAPL,xgboost,classification,2025-08-16T23:54:50.414868,0.579365079365,0.606471871344,0.771566419279,0.579365079365
0.014428402299,0.120118284616,0.097202101255,-0.005979667162,MSFT,arima,regression,2025-08-16T23:54:58.865714,,,,
0.110006118717,0.33167170322,0.276385512679,-6.669866448047,MSFT,lstm,regression,2025-08-16T23:55:31.357242,,,,
0.020648846994,0.143697066755,0.128449880134,-0.439682633993,MSFT,stockmixer,regression,2025-08-16T23:56:21.613905,,,,
0.016745688427,0.129405132922,0.105166323233,-0.16754590845,MSFT,xgboost,regression,2025-08-16T23:56:24.125632,,,,
1.019293427467,1.009600627707,0.847384810448,-3.162115573883,MSFT,lstm,classification,2025-08-16T23:57:18.829360,,,,
1.966161251068,1.402198720249,1.288063883781,-7.028492927551,MSFT,stockmixer,classification,2025-08-16T23:58:29.911900,,,,
,,,,MSFT,xgboost,classification,2025-08-16T23:58:34.219925,0.738095238095,0.737055343975,0.778487394958,0.738095238095
0.027400935413,0.165532279066,0.103491595113,-0.546101938837,^GSPC,arima,regression,2025-08-16T23:58:43.504314,,,,
0.048348071872,0.219881949855,0.207925197343,-1.728047292356,^GSPC,lstm,regression,2025-08-16T23:59:11.746392,,,,
0.022246471861,0.149152512085,0.094211506904,-0.255260550739,^GSPC,stockmixer,regression,2025-08-16T23:59:55.209806,,,,
0.025273808451,0.158977383459,0.127537131454,-0.426078477247,^GSPC,xgboost,regression,2025-08-16T23:59:57.394518,,,,
1.722358226776,1.312386462433,1.147848367691,-6.106068134308,^GSPC,lstm,classification,2025-08-17T00:00:54.902495,,,,
0.28457018733,0.533451204264,0.520621359348,-0.174073457718,^GSPC,stockmixer,classification,2025-08-17T00:03:04.639970,,,,
,,,,^GSPC,xgboost,classification,2025-08-17T00:03:09.011873,0.404761904762,0.251082251082,0.363530778165,0.404761904762
0.005413207679,0.07357450427,0.046743151449,-0.057119997454,IOZ.AX,arima,regression,2025-08-17T00:03:15.695507,,,,
0.0102079374,0.101034337726,0.071004676986,-0.993460328637,IOZ.AX,lstm,regression,2025-08-17T00:03:35.525877,,,,
0.012722052418,0.112792076044,0.095866048628,-1.484430086283,IOZ.AX,stockmixer,regression,2025-08-17T00:03:56.242087,,,,
0.005855707015,0.076522591535,0.057914016345,-0.143533622304,IOZ.AX,xgboost,regression,2025-08-17T00:03:58.597750,,,,
0.21193498373,0.460363968758,0.44919604063,0.151404857635,IOZ.AX,lstm,classification,2025-08-17T00:04:34.294589,,,,
0.164867475629,0.406038761239,0.361631006002,0.33986479044,IOZ.AX,stockmixer,classification,2025-08-17T00:04:57.000461,,,,
,,,,IOZ.AX,xgboost,classification,2025-08-17T00:04:58.377122,0.484126984127,0.393650096804,0.491354875283,0.484126984127
0.004679521259,0.068407026383,0.056519286903,-0.059170536381,CBA.AX,arima,regression,2025-08-17T00:05:05.986428,,,,
0.005591045982,0.074773297253,0.057537937017,-0.265486541136,CBA.AX,lstm,regression,2025-08-17T00:07:19.135216,,,,
0.052087647544,0.228227184061,0.212722649424,-10.789603794805,CBA.AX,stockmixer,regression,2025-08-17T00:07:48.655498,,,,
0.005850496861,0.07648854072,0.057793314836,-0.324211079796,CBA.AX,xgboost,regression,2025-08-17T00:07:50.880270,,,,
0.517181754112,0.719153498297,0.48396807909,-1.327317714691,CBA.AX,lstm,classification,2025-08-17T00:08:29.663279,,,,
0.445143193007,0.66719052227,0.604169070721,-1.003144025803,CBA.AX,stockmixer,classification,2025-08-17T00:09:30.043401,,,,
,,,,CBA.AX,xgboost,classification,2025-08-17T00:09:32.060999,0.571428571429,0.527260638298,0.505244755245,0.571428571429
0.009464194731,0.097284092899,0.066242550551,-0.475801989831,BHP.AX,arima,regression,2025-08-17T00:09:37.761839,,,,
0.006443666601,0.08027245232,0.066296601752,-0.004795047252,BHP.AX,lstm,regression,2025-08-17T00:12:32.669214,,,,
0.01875328968,0.136942651062,0.100401491924,-1.924299743554,BHP.AX,stockmixer,regression,2025-08-17T00:13:25.140297,,,,
0.00944854126,0.097203607239,0.077372482393,-0.473361061224,BHP.AX,xgboost,regression,2025-08-17T00:13:27.785961,,,,
0.22749119997,0.476960375682,0.475081115961,-0.133956313133,BHP.AX,lstm,classification,2025-08-17T00:13:58.780127,,,,
0.238367438316,0.488228879027,0.338085442781,-0.188170313835,BHP.AX,stockmixer,classification,2025-08-17T00:14:38.353755,,,,
,,,,BHP.AX,xgboost,classification,2025-08-17T00:14:42.751614,0.539682539683,0.535414890594,0.531334853915,0.539682539683
